age,job,marital,education,default,balance,housing,loan,subscribe
middle,student,single,tertiary,no,soso,yes,no,no
preold,self-employed,married,unknown,no,soso,yes,no,no
middle,blue-collar,married,secondary,no,bad,yes,no,no
middle,admin.,married,secondary,no,bad,yes,no,no
middle,services,divorced,primary,no,soso,yes,no,no
preold,admin.,divorced,secondary,no,soso,yes,no,no
middle,blue-collar,divorced,unknown,no,soso,yes,no,no
middle,technician,married,secondary,no,soso,yes,no,no
preold,blue-collar,married,secondary,no,soso,no,no,no
middle,admin.,divorced,secondary,no,soso,yes,no,no
middle,entrepreneur,married,secondary,yes,soso,yes,no,no
preold,technician,married,secondary,no,soso,yes,no,no
preold,services,divorced,secondary,no,soso,yes,yes,no
preold,blue-collar,married,primary,no,ok,yes,yes,no
middle,management,married,unknown,no,soso,yes,no,no
preold,unemployed,married,secondary,no,bad,yes,no,no
middle,blue-collar,married,secondary,no,soso,no,no,no
young,services,single,secondary,no,ok,yes,no,yes
middle,technician,married,unknown,no,soso,yes,no,no
preold,blue-collar,married,secondary,no,soso,yes,no,no
middle,blue-collar,single,primary,yes,bad,yes,yes,no
preold,technician,married,unknown,no,soso,no,no,no
preold,services,married,secondary,no,soso,no,no,no
old,retired,married,secondary,no,soso,yes,yes,no
preold,entrepreneur,married,secondary,no,soso,no,no,no
preold,technician,married,secondary,no,soso,yes,no,no
preold,blue-collar,married,primary,no,soso,yes,no,no
preold,services,married,secondary,no,soso,yes,no,no
middle,blue-collar,divorced,primary,no,soso,yes,yes,no
preold,technician,divorced,secondary,no,soso,yes,no,no
preold,services,divorced,primary,no,soso,yes,no,no
middle,management,married,tertiary,no,soso,yes,no,no
middle,technician,married,primary,no,soso,yes,no,no
middle,blue-collar,married,primary,no,soso,yes,no,no
preold,blue-collar,married,secondary,no,soso,yes,no,no
middle,services,married,secondary,no,soso,yes,no,no
middle,technician,single,secondary,no,soso,yes,no,no
middle,blue-collar,married,primary,no,bad,yes,yes,no
middle,technician,single,secondary,no,bad,yes,no,no
middle,technician,married,secondary,no,soso,yes,no,no
middle,admin.,divorced,primary,no,soso,yes,no,no
preold,retired,married,secondary,no,soso,no,yes,no
preold,services,divorced,secondary,no,soso,yes,no,no
young,services,divorced,secondary,no,soso,no,no,no
preold,services,married,secondary,yes,soso,yes,no,no
middle,blue-collar,married,secondary,no,soso,no,no,no
preold,technician,married,tertiary,no,soso,no,no,no
middle,self-employed,married,secondary,no,soso,yes,no,no
middle,blue-collar,married,secondary,no,soso,yes,no,no
middle,blue-collar,married,secondary,no,soso,yes,no,no
middle,services,single,unknown,no,bad,yes,no,no
preold,blue-collar,married,primary,no,soso,yes,yes,no
preold,blue-collar,married,secondary,no,soso,yes,yes,no
middle,blue-collar,married,secondary,no,soso,yes,yes,no
preold,technician,married,unknown,no,soso,no,no,no
preold,blue-collar,married,primary,no,soso,yes,yes,no
middle,self-employed,married,secondary,no,soso,yes,no,no
middle,services,married,secondary,no,soso,yes,yes,no
young,technician,single,tertiary,no,soso,yes,no,no
preold,management,divorced,tertiary,no,soso,yes,no,no
preold,services,married,primary,no,soso,yes,no,no
preold,blue-collar,married,secondary,no,soso,yes,no,no
preold,technician,married,unknown,no,soso,yes,no,no
middle,management,married,tertiary,no,soso,yes,no,no
middle,blue-collar,single,tertiary,no,soso,yes,yes,no
middle,blue-collar,married,primary,no,soso,yes,no,no
middle,blue-collar,married,primary,no,soso,yes,no,no
middle,technician,single,unknown,no,bad,yes,no,no
preold,technician,married,secondary,no,soso,no,no,no
middle,technician,divorced,secondary,no,soso,yes,yes,no
middle,technician,married,secondary,no,soso,yes,no,no
preold,retired,married,primary,no,bad,yes,no,no
middle,technician,married,secondary,no,soso,yes,no,yes
middle,management,single,tertiary,no,soso,yes,no,no
middle,unemployed,married,secondary,no,soso,yes,no,no
preold,technician,divorced,secondary,no,soso,yes,no,no
middle,admin.,single,unknown,no,soso,yes,no,no
middle,technician,married,secondary,no,soso,yes,yes,no
preold,admin.,divorced,unknown,no,soso,yes,no,no
middle,admin.,single,tertiary,no,soso,yes,no,no
middle,blue-collar,married,primary,no,soso,yes,no,no
middle,services,married,tertiary,no,soso,no,no,no
preold,entrepreneur,married,tertiary,no,bad,yes,yes,no
preold,services,married,secondary,no,soso,no,no,no
preold,blue-collar,divorced,primary,yes,bad,yes,no,no
middle,unemployed,divorced,secondary,no,soso,yes,no,no
middle,services,divorced,secondary,no,soso,yes,no,no
middle,admin.,married,secondary,no,soso,yes,yes,no
preold,management,single,secondary,no,soso,yes,no,no
middle,blue-collar,married,primary,no,soso,yes,no,no
middle,blue-collar,single,secondary,no,soso,yes,no,no
middle,technician,single,secondary,no,soso,yes,no,no
middle,unemployed,married,secondary,no,soso,yes,no,no
middle,entrepreneur,married,tertiary,no,soso,yes,no,no
middle,technician,married,secondary,no,soso,yes,yes,no
middle,student,single,secondary,no,soso,yes,no,no
middle,management,married,tertiary,no,soso,yes,no,no
middle,technician,married,secondary,no,bad,yes,yes,no
young,student,single,secondary,no,soso,yes,no,no
middle,admin.,single,secondary,no,soso,yes,no,no
middle,self-employed,divorced,tertiary,no,soso,yes,no,no
middle,admin.,married,secondary,no,soso,yes,no,no
young,technician,single,secondary,no,soso,yes,no,no
middle,blue-collar,married,secondary,no,bad,yes,no,no
middle,services,married,unknown,no,soso,no,no,no
middle,blue-collar,married,primary,no,bad,yes,yes,no
young,admin.,married,secondary,no,bad,yes,no,no
middle,management,married,unknown,no,soso,yes,no,no
middle,admin.,married,tertiary,no,soso,yes,no,no
preold,services,married,secondary,no,soso,yes,no,no
middle,admin.,single,secondary,no,soso,yes,no,no
middle,blue-collar,married,secondary,no,soso,yes,no,no
middle,entrepreneur,married,unknown,no,soso,yes,no,no
middle,blue-collar,married,secondary,no,soso,yes,no,no
middle,admin.,single,secondary,no,soso,yes,no,no
middle,technician,single,secondary,no,soso,yes,no,no
old,self-employed,married,primary,no,soso,yes,no,no
preold,services,divorced,secondary,no,soso,yes,no,no
preold,blue-collar,married,primary,no,soso,yes,no,no
middle,blue-collar,single,secondary,no,soso,yes,no,no
preold,self-employed,married,secondary,no,soso,yes,no,no
young,blue-collar,married,secondary,no,soso,yes,no,no
middle,management,single,tertiary,no,bad,yes,no,no
middle,management,married,tertiary,no,soso,yes,no,no
middle,blue-collar,married,primary,no,soso,yes,yes,no
middle,technician,married,secondary,no,bad,yes,no,no
middle,management,single,secondary,no,soso,yes,no,no
middle,admin.,married,secondary,no,soso,yes,no,no
preold,services,married,unknown,no,soso,yes,no,no
middle,services,divorced,secondary,no,soso,yes,no,no
young,admin.,married,secondary,no,soso,yes,yes,no
preold,admin.,married,secondary,no,soso,yes,no,no
middle,management,married,tertiary,no,soso,yes,no,no
preold,services,married,secondary,no,soso,yes,no,no
middle,management,single,tertiary,no,soso,yes,no,no
preold,admin.,married,secondary,no,soso,yes,yes,no
preold,management,married,tertiary,no,soso,yes,no,no
middle,blue-collar,married,primary,yes,soso,yes,no,no
young,student,single,secondary,no,soso,yes,no,no
middle,blue-collar,married,primary,no,soso,yes,no,no
middle,technician,married,secondary,no,soso,yes,no,no
middle,services,married,secondary,no,soso,yes,no,no
middle,technician,married,secondary,no,soso,yes,yes,yes
middle,entrepreneur,married,tertiary,no,soso,yes,no,no
middle,admin.,married,secondary,no,soso,yes,no,no
preold,blue-collar,married,secondary,no,soso,yes,no,no
middle,technician,single,unknown,no,bad,yes,no,no
preold,management,married,tertiary,no,soso,yes,no,no
young,services,single,secondary,no,soso,yes,yes,no
preold,blue-collar,married,unknown,no,soso,yes,no,no
middle,admin.,married,secondary,no,soso,no,no,no
middle,services,divorced,secondary,no,soso,yes,no,no
middle,admin.,single,secondary,no,bad,yes,no,no
middle,blue-collar,divorced,primary,no,soso,no,no,no
middle,technician,single,unknown,no,soso,yes,no,no
middle,technician,single,tertiary,no,soso,yes,yes,no
preold,technician,married,secondary,no,soso,yes,no,no
middle,blue-collar,married,secondary,no,soso,yes,no,no
middle,admin.,married,secondary,no,soso,yes,yes,no
middle,blue-collar,divorced,secondary,no,soso,yes,no,no
middle,entrepreneur,married,tertiary,no,soso,yes,no,no
preold,retired,divorced,primary,no,soso,yes,no,no
middle,admin.,single,unknown,no,soso,yes,no,no
middle,admin.,divorced,secondary,no,soso,yes,no,no
preold,retired,married,secondary,no,soso,yes,no,no
middle,blue-collar,married,secondary,no,soso,yes,no,no
middle,blue-collar,divorced,secondary,no,soso,yes,no,no
middle,admin.,married,secondary,no,soso,yes,no,no
preold,technician,divorced,secondary,no,soso,yes,no,no
preold,management,married,tertiary,no,soso,yes,no,no
preold,blue-collar,married,primary,no,soso,yes,no,no
young,admin.,single,secondary,no,soso,yes,no,no
middle,blue-collar,married,secondary,no,soso,yes,no,no
old,retired,married,primary,no,soso,yes,no,no
middle,services,divorced,secondary,no,soso,yes,no,no
middle,admin.,married,secondary,no,soso,yes,no,no
middle,management,married,tertiary,no,soso,yes,no,no
preold,blue-collar,divorced,primary,no,soso,yes,no,no
preold,blue-collar,married,primary,no,soso,yes,no,no
preold,entrepreneur,married,unknown,no,soso,yes,no,no
middle,blue-collar,married,secondary,no,soso,yes,no,no
middle,management,married,tertiary,no,soso,yes,no,no
middle,services,married,secondary,no,soso,yes,no,no
middle,blue-collar,single,secondary,no,soso,yes,yes,no
middle,blue-collar,married,primary,no,bad,yes,no,no
preold,technician,married,secondary,no,soso,no,no,no
preold,retired,married,secondary,no,soso,yes,no,no
middle,management,single,tertiary,no,soso,yes,no,no
preold,blue-collar,married,primary,no,soso,yes,no,no
preold,management,married,tertiary,no,soso,yes,no,no
middle,blue-collar,married,primary,no,soso,yes,no,no
preold,blue-collar,married,unknown,no,soso,yes,no,no
preold,blue-collar,married,unknown,no,soso,yes,no,no
middle,blue-collar,married,primary,no,soso,yes,no,no
preold,self-employed,married,unknown,no,soso,no,no,no
middle,entrepreneur,married,tertiary,no,soso,yes,no,no
middle,blue-collar,single,secondary,no,soso,yes,no,no
middle,management,married,tertiary,no,soso,yes,no,no
middle,admin.,single,secondary,no,soso,yes,no,no
preold,blue-collar,married,secondary,no,soso,yes,no,no
middle,management,married,tertiary,no,soso,yes,no,no
preold,unemployed,married,tertiary,no,soso,no,no,no
middle,admin.,single,secondary,no,soso,yes,yes,no
middle,housemaid,married,secondary,no,soso,yes,no,no
preold,admin.,married,secondary,no,soso,yes,no,no
preold,housemaid,divorced,tertiary,no,ok,yes,no,no
preold,services,married,secondary,no,soso,yes,yes,no
middle,technician,married,secondary,no,bad,yes,no,no
middle,blue-collar,divorced,secondary,no,soso,no,no,no
middle,blue-collar,married,primary,no,soso,yes,no,no
preold,technician,married,secondary,no,soso,yes,no,no
middle,self-employed,single,tertiary,no,soso,no,no,no
middle,technician,married,tertiary,no,soso,yes,yes,no
preold,blue-collar,divorced,secondary,no,soso,yes,no,no
middle,admin.,divorced,secondary,no,soso,yes,no,no
preold,technician,married,secondary,yes,soso,no,no,no
young,student,single,secondary,no,soso,yes,no,no
middle,blue-collar,married,primary,no,soso,yes,no,no
middle,services,married,secondary,no,soso,yes,no,no
preold,blue-collar,married,primary,no,soso,yes,no,no
middle,technician,single,secondary,no,soso,yes,no,no
middle,admin.,married,secondary,no,soso,yes,no,no
preold,technician,single,tertiary,no,soso,yes,no,no
preold,services,married,secondary,no,soso,yes,no,no
middle,blue-collar,married,secondary,no,soso,yes,no,no
preold,management,married,tertiary,no,soso,yes,no,no
middle,blue-collar,married,primary,no,bad,yes,no,no
middle,admin.,married,secondary,no,soso,yes,no,no
middle,admin.,married,secondary,no,soso,no,no,no
preold,blue-collar,married,secondary,no,soso,yes,no,no
preold,services,divorced,secondary,no,bad,yes,no,no
middle,technician,single,secondary,no,soso,yes,no,no
preold,technician,married,unknown,no,soso,yes,no,no
middle,management,divorced,tertiary,no,soso,yes,no,no
middle,technician,divorced,secondary,no,soso,yes,yes,no
preold,management,married,tertiary,no,soso,no,no,no
young,student,single,tertiary,no,soso,yes,no,no
preold,retired,married,secondary,no,soso,yes,no,no
middle,blue-collar,single,secondary,no,soso,yes,no,no
middle,blue-collar,married,primary,no,soso,yes,no,no
middle,retired,married,primary,no,soso,yes,no,no
middle,blue-collar,single,secondary,no,soso,yes,no,no
preold,self-employed,married,tertiary,no,soso,yes,no,no
middle,management,married,tertiary,no,soso,yes,no,no
middle,services,married,secondary,no,soso,yes,no,no
middle,management,married,tertiary,no,soso,yes,no,no
middle,blue-collar,divorced,secondary,no,soso,yes,yes,no
preold,retired,married,secondary,no,soso,yes,no,no
young,technician,married,secondary,no,soso,no,no,no
middle,blue-collar,divorced,secondary,no,soso,yes,no,no
middle,services,married,secondary,no,soso,yes,no,no
middle,blue-collar,single,secondary,no,soso,yes,no,no
middle,admin.,married,secondary,no,soso,no,no,no
middle,blue-collar,married,primary,yes,soso,yes,no,no
preold,services,married,primary,no,soso,yes,no,no
middle,services,married,secondary,no,soso,yes,no,no
preold,retired,single,primary,no,soso,yes,no,no
preold,technician,married,secondary,no,soso,no,no,no
middle,blue-collar,married,secondary,no,bad,yes,no,no
preold,self-employed,divorced,secondary,no,bad,yes,no,no
preold,blue-collar,married,unknown,no,soso,yes,no,no
young,technician,single,tertiary,no,soso,yes,no,no
preold,services,married,secondary,no,soso,no,no,no
preold,blue-collar,married,primary,no,soso,yes,no,no
middle,blue-collar,single,primary,no,soso,yes,no,no
middle,management,divorced,tertiary,no,soso,yes,no,no
middle,technician,single,tertiary,no,soso,no,no,no
middle,technician,single,tertiary,no,soso,yes,no,no
preold,services,divorced,secondary,no,soso,yes,yes,no
middle,services,married,secondary,no,soso,yes,no,no
middle,blue-collar,married,primary,no,soso,yes,no,no
middle,blue-collar,single,primary,no,soso,yes,no,no
middle,services,married,secondary,no,soso,yes,no,no
middle,services,divorced,secondary,no,bad,yes,yes,no
middle,services,single,secondary,no,soso,yes,no,no
middle,blue-collar,married,secondary,no,soso,yes,yes,no
preold,retired,married,secondary,no,soso,yes,no,no
middle,management,single,tertiary,no,soso,yes,no,no
middle,management,divorced,tertiary,no,soso,yes,no,no
middle,blue-collar,single,primary,no,soso,yes,no,no
middle,blue-collar,married,secondary,no,soso,yes,no,no
middle,management,married,tertiary,no,soso,yes,no,no
middle,technician,single,secondary,no,soso,yes,no,no
middle,technician,divorced,secondary,no,bad,yes,no,no
middle,services,single,secondary,no,bad,yes,no,no
preold,entrepreneur,married,secondary,no,soso,yes,no,no
middle,blue-collar,single,unknown,yes,bad,yes,no,no
middle,admin.,divorced,secondary,no,soso,yes,no,no
preold,blue-collar,married,secondary,no,soso,yes,no,no
